team,season,situation,games_played
FLA,2023,5on5,24
DAL,2023,5on5,61
SJS,2023,5on5,7
STL,2023,5on5,42
TOR,2023,5on5,31
WSH,2023,5on5,4
NYR,2023,5on5,26
PHI,2023,5on5,22
CGY,2023,5on5,5
LAK,2023,5on5,74
LAK,2023,5on5,17
VAN,2023,5on5,3
SEA,2023,5on5,13
SJS,2023,5on5,13
MIN,2023,5on5,10
SEA,2023,5on5,5
CBJ,2023,5on5,54
NYI,2023,5on5,55
SEA,2023,5on5,4
ARI,2023,5on5,4
BUF,2023,5on5,9
TBL,2023,5on5,4
TBL,2023,5on5,20
ANA,2023,5on5,8
OTT,2023,5on5,5
STL,2023,5on5,8
MIN,2023,5on5,4
CHI,2023,5on5,4
EDM,2023,5on5,8
MTL,2023,5on5,35
VGK,2023,5on5,53
CGY,2023,5on5,9
VAN,2023,5on5,60
OTT,2023,5on5,38
BUF,2023,5on5,11
NYI,2023,5on5,6
OTT,2023,5on5,56
DET,2023,5on5,10
CAR,2023,5on5,5
NSH,2023,5on5,54
VGK,2023,5on5,8
STL,2023,5on5,27
ARI,2023,5on5,11
TOR,2023,5on5,23
CBJ,2023,5on5,4
CHI,2023,5on5,4
BOS,2023,5on5,4
CGY,2023,5on5,16
VGK,2023,5on5,7
CBJ,2023,5on5,21
BOS,2023,5on5,21
CAR,2023,5on5,27
PHI,2023,5on5,21
PHI,2023,5on5,19
VGK,2023,5on5,12
PHI,2023,5on5,16
BUF,2023,5on5,11
EDM,2023,5on5,7
NYI,2023,5on5,6
BOS,2023,5on5,13
LAK,2023,5on5,18
BUF,2023,5on5,9
PHI,2023,5on5,26
BOS,2023,5on5,8
TOR,2023,5on5,6
NYR,2023,5on5,6
MTL,2023,5on5,3
CAR,2023,5on5,18
PIT,2023,5on5,9
PHI,2023,5on5,35
VGK,2023,5on5,4
DAL,2023,5on5,9
MIN,2023,5on5,4
FLA,2023,5on5,40
CGY,2023,5on5,33
STL,2023,5on5,19
CBJ,2023,5on5,4
PIT,2023,5on5,17
PIT,2023,5on5,17
ARI,2023,5on5,3
MIN,2023,5on5,12
PHI,2023,5on5,4
SEA,2023,5on5,23
TBL,2023,5on5,18
TBL,2023,5on5,12
COL,2023,5on5,11
VAN,2023,5on5,43
BUF,2023,5on5,12
LAK,2023,5on5,71
TOR,2023,5on5,18
VAN,2023,5on5,16
VGK,2023,5on5,24
VGK,2023,5on5,44
CHI,2023,5on5,32
EDM,2023,5on5,8
COL,2023,5on5,6
SJS,2023,5on5,13
CHI,2023,5on5,3
VGK,2023,5on5,26
EDM,2023,5on5,4
VAN,2023,5on5,81
VAN,2023,5on5,3
EDM,2023,5on5,18
WPG,2023,5on5,5
FLA,2023,5on5,10
TBL,2023,5on5,4
MTL,2023,5on5,11
CBJ,2023,5on5,4
DET,2023,5on5,47
COL,2023,5on5,34
CBJ,2023,5on5,9
VGK,2023,5on5,4
WSH,2023,5on5,6
PIT,2023,5on5,10
MTL,2023,5on5,16
NYI,2023,5on5,12
SJS,2023,5on5,7
PHI,2023,5on5,7
BUF,2023,5on5,5
NYR,2023,5on5,7
ANA,2023,5on5,8
NYR,2023,5on5,54
OTT,2023,5on5,6
MTL,2023,5on5,14
BOS,2023,5on5,13
SJS,2023,5on5,37
COL,2023,5on5,46
NYI,2023,5on5,36
CBJ,2023,5on5,6
ARI,2023,5on5,27
NYR,2023,5on5,64
ANA,2023,5on5,3
DET,2023,5on5,5
EDM,2023,5on5,13
PHI,2023,5on5,10
VGK,2023,5on5,10
VGK,2023,5on5,4
CGY,2023,5on5,15
CAR,2023,5on5,23
VGK,2023,5on5,8
BOS,2023,5on5,18
EDM,2023,5on5,10
ARI,2023,5on5,5
VGK,2023,5on5,50
PIT,2023,5on5,16
DAL,2023,5on5,65
NJD,2023,5on5,38
TOR,2023,5on5,8
ARI,2023,5on5,58
ARI,2023,5on5,15
TOR,2023,5on5,6
CHI,2023,5on5,2
NJD,2023,5on5,38
SJS,2023,5on5,3
NJD,2023,5on5,6
CGY,2023,5on5,14
DET,2023,5on5,56
COL,2023,5on5,16
CAR,2023,5on5,63
NSH,2023,5on5,10
DET,2023,5on5,39
SEA,2023,5on5,12
WSH,2023,5on5,7
TOR,2023,5on5,6
NJD,2023,5on5,6
PIT,2023,5on5,22
SEA,2023,5on5,10
TOR,2023,5on5,10
BOS,2023,5on5,4
PHI,2023,5on5,40
WPG,2023,5on5,3
ANA,2023,5on5,9
CAR,2023,5on5,3
TBL,2023,5on5,42
OTT,2023,5on5,4
WSH,2023,5on5,54
TOR,2023,5on5,9
PHI,2023,5on5,24
TOR,2023,5on5,7
MIN,2023,5on5,14
NYI,2023,5on5,13
ARI,2023,5on5,9
TOR,2023,5on5,5
CHI,2023,5on5,6
NYI,2023,5on5,15
WSH,2023,5on5,4
VGK,2023,5on5,8
CGY,2023,5on5,6
CGY,2023,5on5,6
NJD,2023,5on5,6
WSH,2023,5on5,42
SEA,2023,5on5,4
CBJ,2023,5on5,14
SJS,2023,5on5,6
PHI,2023,5on5,5
PIT,2023,5on5,10
COL,2023,5on5,58
DET,2023,5on5,15
CBJ,2023,5on5,6
CBJ,2023,5on5,5
FLA,2023,5on5,15
MIN,2023,5on5,28
CHI,2023,5on5,6
EDM,2023,5on5,5
VAN,2023,5on5,39
CBJ,2023,5on5,57
TOR,2023,5on5,35
EDM,2023,5on5,15
EDM,2023,5on5,2
CBJ,2023,5on5,2
MIN,2023,5on5,36
FLA,2023,5on5,4
COL,2023,5on5,10
SJS,2023,5on5,4
WSH,2023,5on5,9
VGK,2023,5on5,4
PHI,2023,5on5,19
WSH,2023,5on5,7
BOS,2023,5on5,4
TBL,2023,5on5,31
SJS,2023,5on5,21
NSH,2023,5on5,36
BUF,2023,5on5,34
STL,2023,5on5,17
WSH,2023,5on5,3
NJD,2023,5on5,11
VGK,2023,5on5,28
ANA,2023,5on5,3
DET,2023,5on5,3
DAL,2023,5on5,4
DET,2023,5on5,10
LAK,2023,5on5,25
CBJ,2023,5on5,14
NJD,2023,5on5,21
NSH,2023,5on5,10
CAR,2023,5on5,10
NSH,2023,5on5,9
BOS,2023,5on5,14
LAK,2023,5on5,20
COL,2023,5on5,9
NYI,2023,5on5,2
SJS,2023,5on5,4
BOS,2023,5on5,8
PIT,2023,5on5,26
PIT,2023,5on5,2
FLA,2023,5on5,19
BUF,2023,5on5,13
VGK,2023,5on5,2
CBJ,2023,5on5,23
CGY,2023,5on5,1
DET,2023,5on5,46
TBL,2023,5on5,6
PHI,2023,5on5,14
MIN,2023,5on5,2
MIN,2023,5on5,10
LAK,2023,5on5,3
CBJ,2023,5on5,4
OTT,2023,5on5,14
WSH,2023,5on5,42
DET,2023,5on5,5
ARI,2023,5on5,15
DET,2023,5on5,38
COL,2023,5on5,48
BUF,2023,5on5,10
SJS,2023,5on5,12
CAR,2023,5on5,31
NYI,2023,5on5,28
NYI,2023,5on5,13
CHI,2023,5on5,18
CBJ,2023,5on5,74
BUF,2023,5on5,16
MIN,2023,5on5,7
VAN,2023,5on5,21
LAK,2023,5on5,19
EDM,2023,5on5,45
CHI,2023,5on5,9
DET,2023,5on5,7
SJS,2023,5on5,62
BUF,2023,5on5,34
VGK,2023,5on5,15
CBJ,2023,5on5,62
FLA,2023,5on5,4
CAR,2023,5on5,23
LAK,2023,5on5,17
VGK,2023,5on5,10
OTT,2023,5on5,12
PIT,2023,5on5,4
CHI,2023,5on5,21
NYR,2023,5on5,8
EDM,2023,5on5,8
NYR,2023,5on5,7
MTL,2023,5on5,2
CGY,2023,5on5,42
SEA,2023,5on5,11
VAN,2023,5on5,5
WSH,2023,5on5,6
TBL,2023,5on5,31
STL,2023,5on5,6
COL,2023,5on5,8
CGY,2023,5on5,2
SEA,2023,5on5,5
NJD,2023,5on5,30
CAR,2023,5on5,12
ANA,2023,5on5,5
STL,2023,5on5,18
STL,2023,5on5,20
DAL,2023,5on5,27
SEA,2023,5on5,18
DAL,2023,5on5,31
FLA,2023,5on5,11
OTT,2023,5on5,18
SEA,2023,5on5,18
NYR,2023,5on5,65
BOS,2023,5on5,20
CHI,2023,5on5,6
WPG,2023,5on5,3
DET,2023,5on5,28
ARI,2023,5on5,25
VAN,2023,5on5,2
CHI,2023,5on5,4
WPG,2023,5on5,34
COL,2023,5on5,77
WSH,2023,5on5,8
DAL,2023,5on5,16
WSH,2023,5on5,3
CBJ,2023,5on5,33
TOR,2023,5on5,10
CHI,2023,5on5,27
NYI,2023,5on5,19
BOS,2023,5on5,32
TOR,2023,5on5,7
STL,2023,5on5,27
WSH,2023,5on5,21
VGK,2023,5on5,1
CGY,2023,5on5,74
CAR,2023,5on5,17
OTT,2023,5on5,33
BOS,2023,5on5,20
ANA,2023,5on5,11
FLA,2023,5on5,14
CAR,2023,5on5,11
NSH,2023,5on5,15
PHI,2023,5on5,33
ANA,2023,5on5,5
NSH,2023,5on5,21
BUF,2023,5on5,12
SJS,2023,5on5,6
CGY,2023,5on5,6
NYR,2023,5on5,15
WSH,2023,5on5,8
SJS,2023,5on5,4
STL,2023,5on5,26
SEA,2023,5on5,60
ARI,2023,5on5,24
CHI,2023,5on5,10
PIT,2023,5on5,24
SEA,2023,5on5,4
NJD,2023,5on5,19
WPG,2023,5on5,62
BUF,2023,5on5,20
PHI,2023,5on5,15
VAN,2023,5on5,9
DAL,2023,5on5,12
BOS,2023,5on5,18
NYR,2023,5on5,2
VAN,2023,5on5,23
CBJ,2023,5on5,10
NYI,2023,5on5,3
CGY,2023,5on5,4
BOS,2023,5on5,28
LAK,2023,5on5,75
MTL,2023,5on5,8
ANA,2023,5on5,7
NSH,2023,5on5,9
CGY,2023,5on5,9
OTT,2023,5on5,3
NYI,2023,5on5,18
TOR,2023,5on5,55
CBJ,2023,5on5,17
VGK,2023,5on5,22
CHI,2023,5on5,16
NYI,2023,5on5,24
DET,2023,5on5,6
CGY,2023,5on5,11
BOS,2023,5on5,18
EDM,2023,5on5,19
NSH,2023,5on5,3
MTL,2023,5on5,11
CHI,2023,5on5,3
NJD,2023,5on5,20
VGK,2023,5on5,2
VAN,2023,5on5,4
CHI,2023,5on5,20
ANA,2023,5on5,15
SEA,2023,5on5,11
ARI,2023,5on5,40
MIN,2023,5on5,3
WSH,2023,5on5,18
NJD,2023,5on5,4
MIN,2023,5on5,1
NSH,2023,5on5,2
CBJ,2023,5on5,5
CGY,2023,5on5,4
ARI,2023,5on5,21
NSH,2023,5on5,7
EDM,2023,5on5,9
COL,2023,5on5,5
MIN,2023,5on5,17
WSH,2023,5on5,7
TBL,2023,5on5,5
ANA,2023,5on5,48
ARI,2023,5on5,10
BUF,2023,5on5,9
BOS,2023,5on5,7
ANA,2023,5on5,9
WSH,2023,5on5,6
CGY,2023,5on5,29
DET,2023,5on5,18
CGY,2023,5on5,2
CHI,2023,5on5,6
BUF,2023,5on5,21
MIN,2023,5on5,4
LAK,2023,5on5,8
ANA,2023,5on5,1
SJS,2023,5on5,6
ANA,2023,5on5,13
EDM,2023,5on5,14
LAK,2023,5on5,14
NJD,2023,5on5,7
MIN,2023,5on5,25
MTL,2023,5on5,7
ARI,2023,5on5,5
ARI,2023,5on5,18
CHI,2023,5on5,13
NSH,2023,5on5,58
SEA,2023,5on5,8
WSH,2023,5on5,4
ANA,2023,5on5,2
VAN,2023,5on5,36
NJD,2023,5on5,17
CBJ,2023,5on5,4
ARI,2023,5on5,3
CGY,2023,5on5,23
CHI,2023,5on5,1
FLA,2023,5on5,30
CHI,2023,5on5,5
MTL,2023,5on5,31
NSH,2023,5on5,35
NYI,2023,5on5,23
PIT,2023,5on5,17
CHI,2023,5on5,15
NSH,2023,5on5,14
TOR,2023,5on5,8
BOS,2023,5on5,40
BUF,2023,5on5,11
LAK,2023,5on5,12
NSH,2023,5on5,14
NJD,2023,5on5,7
VAN,2023,5on5,10
SEA,2023,5on5,7
SJS,2023,5on5,6
STL,2023,5on5,10
BOS,2023,5on5,61
OTT,2023,5on5,8
STL,2023,5on5,26
OTT,2023,5on5,2
VAN,2023,5on5,8
ANA,2023,5on5,7
TOR,2023,5on5,25
PIT,2023,5on5,10
CHI,2023,5on5,11
VGK,2023,5on5,27
WPG,2023,5on5,8
TOR,2023,5on5,11
WPG,2023,5on5,51
PIT,2023,5on5,21
CAR,2023,5on5,24
ARI,2023,5on5,20
CBJ,2023,5on5,11
NSH,2023,5on5,10
ARI,2023,5on5,7
WPG,2023,5on5,47
PHI,2023,5on5,52
CAR,2023,5on5,10
WSH,2023,5on5,2
NYI,2023,5on5,29
NJD,2023,5on5,17
EDM,2023,5on5,4
NYI,2023,5on5,2
TBL,2023,5on5,17
NYI,2023,5on5,59
FLA,2023,5on5,13
STL,2023,5on5,16
MIN,2023,5on5,19
EDM,2023,5on5,5
CBJ,2023,5on5,12
TOR,2023,5on5,5
BUF,2023,5on5,23
ANA,2023,5on5,32
OTT,2023,5on5,12
TOR,2023,5on5,5
CHI,2023,5on5,37
MTL,2023,5on5,13
CHI,2023,5on5,6
VGK,2023,5on5,6
FLA,2023,5on5,21
BOS,2023,5on5,27
WSH,2023,5on5,11
BUF,2023,5on5,1
PIT,2023,5on5,8
COL,2023,5on5,1
VAN,2023,5on5,24
PIT,2023,5on5,5
BOS,2023,5on5,8
ARI,2023,5on5,70
VAN,2023,5on5,14
OTT,2023,5on5,37
SJS,2023,5on5,11
MTL,2023,5on5,44
CHI,2023,5on5,29
PIT,2023,5on5,42
CGY,2023,5on5,4
DAL,2023,5on5,52
PHI,2023,5on5,4
OTT,2023,5on5,16
NYI,2023,5on5,22
LAK,2023,5on5,23
PIT,2023,5on5,57
MTL,2023,5on5,10
NJD,2023,5on5,27
MIN,2023,5on5,10
OTT,2023,5on5,68
TBL,2023,5on5,4
PHI,2023,5on5,16
PIT,2023,5on5,30
PIT,2023,5on5,10
SJS,2023,5on5,4
DET,2023,5on5,14
EDM,2023,5on5,55
PHI,2023,5on5,18
CHI,2023,5on5,21
PIT,2023,5on5,19
CAR,2023,5on5,14
NYI,2023,5on5,33
NSH,2023,5on5,42
NJD,2023,5on5,30
OTT,2023,5on5,3
COL,2023,5on5,42
TOR,2023,5on5,13
NJD,2023,5on5,10
MTL,2023,5on5,8
BUF,2023,5on5,20
SEA,2023,5on5,22
TOR,2023,5on5,22
TOR,2023,5on5,3
BOS,2023,5on5,19
SJS,2023,5on5,6
BOS,2023,5on5,37
CGY,2023,5on5,15
PIT,2023,5on5,24
COL,2023,5on5,56
EDM,2023,5on5,79
BOS,2023,5on5,3
MTL,2023,5on5,41
NYI,2023,5on5,11
MIN,2023,5on5,29
WSH,2023,5on5,5
SEA,2023,5on5,42
NJD,2023,5on5,21
PIT,2023,5on5,20
BOS,2023,5on5,14
CGY,2023,5on5,4
DET,2023,5on5,12
SJS,2023,5on5,12
WPG,2023,5on5,4
ARI,2023,5on5,37
CHI,2023,5on5,11
SEA,2023,5on5,2
CAR,2023,5on5,36
ARI,2023,5on5,7
NJD,2023,5on5,7
LAK,2023,5on5,54
VAN,2023,5on5,4
BOS,2023,5on5,23
CHI,2023,5on5,2
WPG,2023,5on5,11
COL,2023,5on5,10
BOS,2023,5on5,10
BOS,2023,5on5,24
DET,2023,5on5,30
COL,2023,5on5,17
VAN,2023,5on5,20
NJD,2023,5on5,17
ARI,2023,5on5,27
WSH,2023,5on5,20
TOR,2023,5on5,10
CAR,2023,5on5,18
PIT,2023,5on5,17
VGK,2023,5on5,25
ARI,2023,5on5,27
ANA,2023,5on5,12
BOS,2023,5on5,6
BUF,2023,5on5,7
NSH,2023,5on5,19
VAN,2023,5on5,13
WSH,2023,5on5,34
PHI,2023,5on5,20
WSH,2023,5on5,19
MTL,2023,5on5,6
SJS,2023,5on5,12
WPG,2023,5on5,10
TOR,2023,5on5,25
DET,2023,5on5,27
BUF,2023,5on5,6
OTT,2023,5on5,9
SJS,2023,5on5,9
ARI,2023,5on5,13
FLA,2023,5on5,1
OTT,2023,5on5,54
BUF,2023,5on5,6
NJD,2023,5on5,12
PHI,2023,5on5,7
EDM,2023,5on5,19
MTL,2023,5on5,60
VGK,2023,5on5,18
TBL,2023,5on5,13
EDM,2023,5on5,3
NYR,2023,5on5,19
BUF,2023,5on5,8
BUF,2023,5on5,13
BUF,2023,5on5,15
COL,2023,5on5,7
BOS,2023,5on5,2
TOR,2023,5on5,4
NYR,2023,5on5,40
CAR,2023,5on5,63
MTL,2023,5on5,15
SJS,2023,5on5,5
VAN,2023,5on5,28
VAN,2023,5on5,3
CGY,2023,5on5,4
OTT,2023,5on5,14
STL,2023,5on5,19
WPG,2023,5on5,4
SJS,2023,5on5,11
VGK,2023,5on5,7
TBL,2023,5on5,34
EDM,2023,5on5,23
CGY,2023,5on5,5
NJD,2023,5on5,39
DAL,2023,5on5,16
EDM,2023,5on5,3
MIN,2023,5on5,7
OTT,2023,5on5,8
TBL,2023,5on5,20
CAR,2023,5on5,26
OTT,2023,5on5,32
FLA,2023,5on5,35
MIN,2023,5on5,8
PIT,2023,5on5,2
WSH,2023,5on5,23
FLA,2023,5on5,18
PHI,2023,5on5,10
ANA,2023,5on5,18
TBL,2023,5on5,30
NSH,2023,5on5,1
CHI,2023,5on5,7
BUF,2023,5on5,18
TBL,2023,5on5,13
VGK,2023,5on5,2
CBJ,2023,5on5,7
CHI,2023,5on5,6
WPG,2023,5on5,76
CGY,2023,5on5,19
SJS,2023,5on5,8
CHI,2023,5on5,5
VAN,2023,5on5,16
CBJ,2023,5on5,39
VGK,2023,5on5,7
NJD,2023,5on5,13
DET,2023,5on5,14
SEA,2023,5on5,1
WPG,2023,5on5,31
EDM,2023,5on5,8
ANA,2023,5on5,23
MTL,2023,5on5,4
DET,2023,5on5,36
NYR,2023,5on5,41
NYR,2023,5on5,54
CHI,2023,5on5,7
TBL,2023,5on5,6
CGY,2023,5on5,2
WPG,2023,5on5,67
SEA,2023,5on5,34
SEA,2023,5on5,24
BUF,2023,5on5,15
WSH,2023,5on5,17
NSH,2023,5on5,13
NSH,2023,5on5,13
CAR,2023,5on5,7
CAR,2023,5on5,20
OTT,2023,5on5,10
CBJ,2023,5on5,26
DET,2023,5on5,6
MTL,2023,5on5,2
BOS,2023,5on5,8
SJS,2023,5on5,3
NJD,2023,5on5,4
ANA,2023,5on5,10
NJD,2023,5on5,52
NYR,2023,5on5,36
NYR,2023,5on5,52
SJS,2023,5on5,6
VGK,2023,5on5,4
OTT,2023,5on5,31
NYR,2023,5on5,1
STL,2023,5on5,4
NSH,2023,5on5,3
MTL,2023,5on5,5
SJS,2023,5on5,4
DET,2023,5on5,5
COL,2023,5on5,30
NJD,2023,5on5,20
BOS,2023,5on5,6
SEA,2023,5on5,10
NSH,2023,5on5,23
MTL,2023,5on5,18
MIN,2023,5on5,2
SJS,2023,5on5,9
CGY,2023,5on5,10
ANA,2023,5on5,4
ARI,2023,5on5,31
OTT,2023,5on5,51
TOR,2023,5on5,5
CHI,2023,5on5,2
DET,2023,5on5,14
MIN,2023,5on5,4
DET,2023,5on5,62
NYI,2023,5on5,35
WPG,2023,5on5,13
SJS,2023,5on5,14
BOS,2023,5on5,8
SEA,2023,5on5,11
NYR,2023,5on5,53
BUF,2023,5on5,3
EDM,2023,5on5,61
OTT,2023,5on5,7
CBJ,2023,5on5,15
PHI,2023,5on5,15
BOS,2023,5on5,9
TBL,2023,5on5,69
ANA,2023,5on5,5
MTL,2023,5on5,2
MTL,2023,5on5,19
LAK,2023,5on5,23
SJS,2023,5on5,2
MIN,2023,5on5,49
ANA,2023,5on5,4
CHI,2023,5on5,17
CHI,2023,5on5,2
WSH,2023,5on5,15
PHI,2023,5on5,41
BUF,2023,5on5,30
LAK,2023,5on5,24
COL,2023,5on5,15
LAK,2023,5on5,16
CAR,2023,5on5,12
NSH,2023,5on5,3
BUF,2023,5on5,24
SEA,2023,5on5,9
EDM,2023,5on5,4
WSH,2023,5on5,15
CHI,2023,5on5,6
NYI,2023,5on5,29
OTT,2023,5on5,10
NYI,2023,5on5,32
CGY,2023,5on5,7
PHI,2023,5on5,32
ANA,2023,5on5,9
BUF,2023,5on5,18
CGY,2023,5on5,57
FLA,2023,5on5,8
NJD,2023,5on5,6
ANA,2023,5on5,1
VAN,2023,5on5,3
NYR,2023,5on5,54
ARI,2023,5on5,4
PIT,2023,5on5,10
VGK,2023,5on5,4
TBL,2023,5on5,40
CAR,2023,5on5,32
EDM,2023,5on5,40
SJS,2023,5on5,4
NYR,2023,5on5,45
ANA,2023,5on5,55
BUF,2023,5on5,26
PHI,2023,5on5,15
NSH,2023,5on5,67
MIN,2023,5on5,41
WSH,2023,5on5,4
SEA,2023,5on5,11
DET,2023,5on5,15
VGK,2023,5on5,6
LAK,2023,5on5,11
OTT,2023,5on5,9
MTL,2023,5on5,2
ANA,2023,5on5,23
CGY,2023,5on5,31
TOR,2023,5on5,5
TBL,2023,5on5,3
TOR,2023,5on5,58
WPG,2023,5on5,72
VAN,2023,5on5,20
CGY,2023,5on5,8
PHI,2023,5on5,14
MTL,2023,5on5,18
WPG,2023,5on5,64
SEA,2023,5on5,20
TOR,2023,5on5,28
DET,2023,5on5,35
BOS,2023,5on5,22
CGY,2023,5on5,5
VAN,2023,5on5,6
MIN,2023,5on5,9
SEA,2023,5on5,32
CBJ,2023,5on5,6
CBJ,2023,5on5,13
CBJ,2023,5on5,3
OTT,2023,5on5,9
WSH,2023,5on5,42
WPG,2023,5on5,3
BUF,2023,5on5,7
WPG,2023,5on5,4
NYR,2023,5on5,10
MIN,2023,5on5,16
STL,2023,5on5,5
TBL,2023,5on5,12
WSH,2023,5on5,12
SJS,2023,5on5,15
BOS,2023,5on5,16
BOS,2023,5on5,65
SJS,2023,5on5,5
NJD,2023,5on5,6
BUF,2023,5on5,13
TOR,2023,5on5,23
VAN,2023,5on5,10
SEA,2023,5on5,29
MIN,2023,5on5,32
BUF,2023,5on5,5
WSH,2023,5on5,22
CGY,2023,5on5,7
SJS,2023,5on5,10
EDM,2023,5on5,21
CHI,2023,5on5,2
NYI,2023,5on5,10
CAR,2023,5on5,14
NYR,2023,5on5,2
WSH,2023,5on5,18
WSH,2023,5on5,5
NJD,2023,5on5,14
PHI,2023,5on5,28
ANA,2023,5on5,6
STL,2023,5on5,3
BOS,2023,5on5,14
VGK,2023,5on5,11
PIT,2023,5on5,6
WPG,2023,5on5,54
WPG,2023,5on5,3
VGK,2023,5on5,18
LAK,2023,5on5,9
SEA,2023,5on5,36
ANA,2023,5on5,9
SJS,2023,5on5,10
MTL,2023,5on5,5
CGY,2023,5on5,7
FLA,2023,5on5,8
WSH,2023,5on5,31
STL,2023,5on5,9
NYI,2023,5on5,24
TOR,2023,5on5,9
VGK,2023,5on5,19
FLA,2023,5on5,9
NYI,2023,5on5,76
OTT,2023,5on5,16
SJS,2023,5on5,6
TOR,2023,5on5,9
BUF,2023,5on5,23
NJD,2023,5on5,31
BUF,2023,5on5,18
BOS,2023,5on5,6
TOR,2023,5on5,46
NYI,2023,5on5,28
VAN,2023,5on5,44
MTL,2023,5on5,21
SJS,2023,5on5,2
NYR,2023,5on5,15
NYI,2023,5on5,11
SJS,2023,5on5,7
COL,2023,5on5,45
NSH,2023,5on5,8
VAN,2023,5on5,18
MIN,2023,5on5,9
NJD,2023,5on5,11
DAL,2023,5on5,59
DET,2023,5on5,5
MIN,2023,5on5,19
OTT,2023,5on5,20
OTT,2023,5on5,12
EDM,2023,5on5,33
WPG,2023,5on5,17
WPG,2023,5on5,4
BOS,2023,5on5,12
EDM,2023,5on5,43
ANA,2023,5on5,6
OTT,2023,5on5,2
PHI,2023,5on5,10
TOR,2023,5on5,23
NJD,2023,5on5,20
CAR,2023,5on5,31
CGY,2023,5on5,7
SEA,2023,5on5,31
MTL,2023,5on5,28
FLA,2023,5on5,29
NJD,2023,5on5,8
CGY,2023,5on5,19
OTT,2023,5on5,7
TOR,2023,5on5,17
COL,2023,5on5,3
WSH,2023,5on5,3
SJS,2023,5on5,8
DAL,2023,5on5,10
BUF,2023,5on5,14
NSH,2023,5on5,78
CHI,2023,5on5,15
TOR,2023,5on5,2
TOR,2023,5on5,32
CHI,2023,5on5,7
DET,2023,5on5,31
SEA,2023,5on5,4
OTT,2023,5on5,30
WSH,2023,5on5,11
NYI,2023,5on5,23
COL,2023,5on5,54
SJS,2023,5on5,2
TOR,2023,5on5,31
MIN,2023,5on5,16
SJS,2023,5on5,4
SJS,2023,5on5,16
ANA,2023,5on5,11
CBJ,2023,5on5,53
LAK,2023,5on5,41
SJS,2023,5on5,1
MIN,2023,5on5,9
WSH,2023,5on5,5
NSH,2023,5on5,42
OTT,2023,5on5,7
PHI,2023,5on5,53
MIN,2023,5on5,9
CBJ,2023,5on5,3
STL,2023,5on5,5
DAL,2023,5on5,9
STL,2023,5on5,26
VAN,2023,5on5,9
MIN,2023,5on5,33
DAL,2023,5on5,26
CAR,2023,5on5,17
PIT,2023,5on5,4
SJS,2023,5on5,6
VGK,2023,5on5,13
BUF,2023,5on5,18
WSH,2023,5on5,6
ANA,2023,5on5,50
FLA,2023,5on5,22
EDM,2023,5on5,3
OTT,2023,5on5,22
CGY,2023,5on5,13
NJD,2023,5on5,41
BOS,2023,5on5,67
CBJ,2023,5on5,61
FLA,2023,5on5,20
ARI,2023,5on5,2
